House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
17,Conifer Avenue,Amelia,Todd,14,Granddaughter,NA,Female,Student,None,NA
18,Conifer Avenue,Barry,Palmer,47,Head,Married,Male,"Geneticist, molecular",None,None
18,Conifer Avenue,Ellie,Palmer,44,Wife,Married,Female,Network engineer,None,None
18,Conifer Avenue,Ross,Palmer,18,Son,Divorced,Male,Student,None,None
18,Conifer Avenue,Josh,Palmer,15,Son,NA,Male,Student,None,NA
18,Conifer Avenue,Vanessa,Palmer,11,Daughter,NA,f,Student,None,NA
18,Conifer Avenue,Christine,Palmer,9,Daughter,NA,Female,Student,None,NA
19,Conifer Avenue,Lynne,Fisher,29,Head,Single,Female,Unemployed,None,None
19,Conifer Avenue,Paul,Fisher,4,Son,NA,Male,Child,None,NA
19,Conifer Avenue,Stephen,Johnson,40,Lodger,Single,Male,Industrial/product designer,None,Christian
19,Conifer Avenue,Declan,Evans,57,Lodger,Single,Male,Unemployed,None,Christian
19,Conifer Avenue,Tina,Taylor,56,Lodger,Divorced,Female,Civil Service fast streamer,None,Christian
19,Conifer Avenue,Carl,Turner,39,Lodger,Single,Male,"Research officer, trade union",None,Catholic
20,Conifer Avenue,Olivia,Jones,47,Head,Single,Female,Estate manager/land agent,None,Catholic
20,Conifer Avenue,Terry,Riley,20,None,Single,Male,Agricultural consultant,None,None
21,Conifer Avenue,Keith,Bailey,34,Head,Divorced,Male,"Conservator, furniture",None,Christian
21,Conifer Avenue,Jennifer,Bailey,6,Daughter,NA,Female,Student,None,NA
21,Conifer Avenue,Henry,Bailey,6,Son,NA,Male,Student,None,NA
21,Conifer Avenue,Mohammed,Bailey,2,Son,NA,Male,Child,None,NA
22,Conifer Avenue,Martyn,Walker,19,Head,Single,Male,Physiological scientist,None,None
23,Conifer Avenue,Denise,Harris,67,Head,Married,Female,Chief Marketing Officer,None,Christian
23,Conifer Avenue,Dylan,Harris,66,Husband,Married,Male,Corporate treasurer,None,Christian
24,Conifer Avenue,Francis,Hudson,32,Head,Single,Male,Psychotherapist,None,None
24,Conifer Avenue,Kathleen,Smith,50,None,Single,Female,Architect,None,Christian
24,Conifer Avenue,Christopher,Saunders,24,None,Single,Male,Bookseller,None,None
24,Conifer Avenue,Katherine,Hartley,50,None,Single,Female,Analytical chemist,None,Christian
24,Conifer Avenue,Susan,Ward,34,None,Single,Female,"Journalist, broadcasting",None,None
25,Conifer Avenue,Natasha,Bibi,39,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,Christian
25,Conifer Avenue,Owen,Bibi,38,Husband,Married,Male,Chiropodist,None,Christian
25,Conifer Avenue,Billy,Bibi,22,Son,Single,Male,University Student,None,None
25,Conifer Avenue,Lewis,Bibi,11,Son,NA,Male,Student,None,NA
26,Conifer Avenue,Holly,Allen-Hughes,69,Head,Married,Female,Retired Call centre manager,None,Muslim
26,Conifer Avenue,Matthew,Allen-Hughes,61,Husband,Married,Male,"Designer, interior/spatial",None,None
26,Conifer Avenue,Francis,Allen-Hughes,32,Son,Divorced,Male,"Therapist, speech and language",None,Muslim
26,Conifer Avenue,Sheila,Allen-Hughes,32,Daughter,Single,Female,Wellsite geologist,None,Muslim
27,Conifer Avenue,Alan,Jones,43,Head,Married,Male,Barrister's clerk,None,None
27,Conifer Avenue,Chloe,Jones,42,Wife,Married,Female,Scientific laboratory technician,None,None
27,Conifer Avenue,Lisa,Jones,7,Daughter,NA,Female,Student,None,NA
28,Conifer Avenue,Elaine,Allen,71,Head,Married,Female,Retired Press photographer,None,None
28,Conifer Avenue,Denis,Allen,69,Husband,Married,Male,Retired Museum/gallery exhibitions officer,None,None
29,Conifer Avenue,Wendy,Smith,29,Head,Single,Female,Town planner,None,Methodist
29,Conifer Avenue,Kelly,Smith,0,Daughter,NA,Female,Child,None,NA
29,Conifer Avenue,Charlie,White,23,Lodger,Divorced,Male,Animal nutritionist,None,Christian
29,Conifer Avenue,Peter,Wright,19,Lodger,Single,Male,University Student,None,None
30,Conifer Avenue,Jane,Davis,47,Head,Divorced,Female,TEFL teacher,None,Christian
30,Conifer Avenue,Jemma,Davis,15,Daughter,NA,Female,Student,None,NA
31,Conifer Avenue,Dawn,Edwards,39,Head,Single,Female,"Investment banker, operational",None,None
31,Conifer Avenue,Andrew,Brown,43,Partner,Single,Male,Theatre manager,None,None
31,Conifer Avenue,Denis,O'Neill,45,Cousin,Single,Male,Research scientist (physical sciences),None,Catholic
32,Conifer Avenue,Sarah,George,56,Head,Married,Female,"Designer, furniture",None,Methodist
32,Conifer Avenue,Douglas,George,55,Husband,Married,Male,Adult guidance worker,None,Methodist
32,Conifer Avenue,Danielle,George,21,Daughter,Divorced,F,University Student,None,Methodist
32,Conifer Avenue,Debra,George,20,Daughter,Single,Female,University Student,None,Methodist
32,Conifer Avenue,Jay,George,16,Son,NA,Male,Student,None,NA
33,Conifer Avenue,Justin,Graham,44,Head,Single,Male,Arboriculturist,None,Christian
33,Conifer Avenue,Katie,Marshall,36,None,Divorced,Female,Regulatory affairs officer,None,Methodist
33,Conifer Avenue,Kathleen,Walker,27,None,Single,Female,Research scientist (physical sciences),None,None
33,Conifer Avenue,Jade,Jones,20,None,Single,Female,University Student,None,None
33,Conifer Avenue,Leigh,Shepherd,48,None,Single,Male,Electronics engineer,None,Christian
34,Conifer Avenue,Leah,Reynolds,29,Head,Single,Female,Museum/gallery conservator,None,None
34,Conifer Avenue,Leigh,Hart,25,None,Single,Male,Travel agency manager,None,None
34,Conifer Avenue,Sandra,Booth,35,None,Single,Female,"Administrator, arts",None,Christian
34,Conifer Avenue,Ronald,Smith,20,None,Single,Male,University Student,None,Christian
35,Conifer Avenue,Kate,Jones,35,Head,Single,Female,Counselling psychologist,None,Methodist
35,Conifer Avenue,John,Burgess,6,Son,NA,Male,Student,None,NA
35,Conifer Avenue,Leigh,Burgess,6,Son,NA,Male,Student,None,NA
35,Conifer Avenue,Amanda,Burgess,3,Daughter,NA,Female,Child,None,NA
36,Conifer Avenue,Josephine,Pugh-Henry,29,Head,Married,Female,Trade union research officer,None,Methodist
36,Conifer Avenue,Lee,Pugh-Henry,30,Husband,Married,Male,Police officer,None,Methodist
36,Conifer Avenue,George,Pugh-Henry,0,Son,NA,Male,Child,None,NA
36,Conifer Avenue,Nicole,Barnes,31,Lodger,Single,Female,"Designer, interior/spatial",None,Catholic
37,Conifer Avenue,Wayne,Hunt,77,Head,Widowed,Male,Retired Seismic interpreter,None,Christian
38,Conifer Avenue,Charlotte,Carter,43,Head,Single,Female,Customer service manager,None,Christian
38,Conifer Avenue,Judith,Anderson,21,None,Single,Female,University Student,None,None
38,Conifer Avenue,Sara,Tyler,46,None,Single,Female,"Engineer, site",None,Catholic
39,Conifer Avenue,Danny,Hudson,56,Head,Married,Male,"Psychotherapist, child",None,Christian
39,Conifer Avenue,Amber,Hudson,53,Wife,Married,Female,English as a second language teacher,None,None
39,Conifer Avenue,Carol,Evans,26,Step-Daughter,Single,Female,Consulting civil engineer,None,Christian
39,Conifer Avenue,Victoria,Evans,25,Step-Daughter,Widowed,Female,"Therapist, sports",None,None
40,Conifer Avenue,Garry,Robinson,85,Head,Widowed,Male,Retired Ranger/warden,None,Christian
41,Conifer Avenue,Clive,Craig,30,Head,Married,Male,Insurance broker,None,None
41,Conifer Avenue,Sara,Craig,24,Wife,Married,Female,Corporate treasurer,None,None
41,Conifer Avenue,Jake,Craig,1,Son,NA,Male,Child,None,NA
41,Conifer Avenue,Hilary,Craig,0,Daughter,NA,Female,Child,None,NA
42,Conifer Avenue,Joanne,Booth,69,Head,Married,Female,Retired Television floor manager,None,Christian
42,Conifer Avenue,Dean,Booth,69,Husband,Married,Male,Retired Event organiser,None,Christian
42,Conifer Avenue,Brandon,Booth,31,Son,Single,Male,Telecommunications researcher,None,None
42,Conifer Avenue,Zoe,Allen-Booth,28,Daughter,Single,Female,Estate manager/land agent,None,Christian
43,Conifer Avenue,Kirsty,Jones,56,Head,Married,Female,Insurance account manager,None,None
43,Conifer Avenue,Nicholas,Jones,61,Husband,Married,Male,"Runner, broadcasting/film/video",None,None
43,Conifer Avenue,Carly,Jones,23,Daughter,Single,Female,Associate Professor,None,None
43,Conifer Avenue,Mohammed,Jones,14,Son,NA,Male,Student,None,NA
44,Conifer Avenue,Ann,Wright,30,Head,Single,Female,Unemployed,None,None
44,Conifer Avenue,Jacqueline,Rose,29,Lodger,Single,Female,Warehouse manager,None,Catholic
44,Conifer Avenue,Helen,Smith,38,Lodger,Single,Female,Further education lecturer,None,Christian
44,Conifer Avenue,Christine,Bell,28,Lodger,Divorced,Female,Financial manager,None,None
44,Conifer Avenue,Jake,Hayward,33,Cousin,Single,Male,Unemployed,None,Catholic
45,Conifer Avenue,Gordon,Harris,59,Head,Married,Male,Unemployed,None,Christian
45,Conifer Avenue,Vanessa,Harris,57,Wife,Married,Female,"Engineer, technical sales",None,Christian
45,Conifer Avenue,Dylan,Harris,20,Son,Single,Male,University Student,None,Christian
45,Conifer Avenue,Lucy,Harris,13,Daughter,NA,Female,Student,None,NA
45,Conifer Avenue,Paige,Harris,12,Daughter,NA,Female,Student,None,NA
45,Conifer Avenue,Josephine,Mann-Harris,9,Daughter,NA,Female,Student,None,NA
45,Conifer Avenue,Donald,Mann-Harris,8,Son,NA,Male,Student,None,NA
1,Bates Vista,Anthony,King,49,Head,Single,Male,"Presenter, broadcasting",None,Christian
2,Bates Vista,Andrea,Lane,58,Head,Single,Female,"Civil engineer, consulting",None,None
2,Bates Vista,Jack,Lane,35,Son,Divorced,Male,Communications engineer,None,None
3,Bates Vista,Alan,Robinson,37,Head,Single,Male,"Programmer, systems",None,Catholic
3,Bates Vista,Mary,Turnbull,41,Partner,Single,Female,Lawyer,None,Catholic
3,Bates Vista,Andrew,Robinson,11,Son,NA,Male,Student,None,NA
4,Bates Vista,Emily,Williams,40,Head,Single,Female,"Editor, commissioning",None,Muslim
4,Bates Vista,Mitchell,Griffiths,47,Partner,Single,Male,Human resources officer,None,Muslim
4,Bates Vista,Vanessa,Williams,8,Daughter,NA,Female,Student,None,NA
4,Bates Vista,Peter,Williams,7,Son,NA,Male,Student,None,NA
5,Bates Vista,Colin,Fletcher,92,Head,Divorced,Male,"Retired Secretary, company",None,Methodist
6,Bates Vista,Norman,Wright,25,Head,Married,Male,"Psychologist, prison and probation services",None,None
6,Bates Vista,Marion,Wright,28,Wife,Married,Female,Personnel officer,None,None
7,Bates Vista,Tina,Hunter,45,Head,Married,Female,"Engineer, manufacturing systems",None,None
7,Bates Vista,Mohammed,Hunter,50,Husband,M,Male,Unemployed,None,None
7,Bates Vista,Shirley,Hunter,13,Daughter,NA,Female,Student,None,NA
8,Bates Vista,Kimberley,Weston,19,Head,Single,Female,University Student,None,None
8,Bates Vista,Lauren,Bray,19,None,Single,Female,University Student,None,None
8,Bates Vista,Joshua,Newman,21,None,Single,Male,University Student,None,Catholic
9,Bates Vista,Charlene,White,64,Head,Married,Female,Mechanical engineer,None,Christian
9,Bates Vista,Clive,White,65,Husband,Married,Male,"Psychologist, forensic",None,None
9,Bates Vista,Mohamed,White,14,Son,NA,Male,Student,None,NA
10,Bates Vista,Clifford,Taylor,75,Head,Divorced,Male,Retired Copy,None,Christian
11,Bates Vista,Pauline,Patel,30,Head,Married,Female,Graphic designer,None,None
11,Bates Vista,Edward,Patel,32,Husband,Married,Male,Public librarian,None,None
11,Bates Vista,Jeffrey,Patel,1,Son,NA,Male,Child,None,NA
11,Bates Vista,Ben,Robinson,60,Lodger,Single,Male,Land,None,Christian
11,Bates Vista,Frederick,Edwards,33,Lodger,Single,Male,Investment analyst,None,None
11,Bates Vista,Jacob,Parkin,44,Lodger,Single,Male,Technical sales engineer,None,Methodist
12,Bates Vista,Hazel,Johnson,38,Head,Widowed,Female,Unemployed,None,None
12,Bates Vista,Steven,Johnson,7,Son,NA,Male,Student,None,NA
12,Bates Vista,Harry,Johnson,3,Son,NA,Male,Child,None,NA
13,Bates Vista,Angela,Riley,40,Head,Married,Female,"Research officer, government",None,Catholic
13,Bates Vista,Samuel,Riley,43,Husband,Married,Male,"Accountant, chartered certified",None,None
13,Bates Vista,Ann,Riley,10,Daughter,NA,Female,Student,None,NA
14,Bates Vista,Melissa,Taylor,38,Head,Married,Female,Research scientist (medical),None,None
14,Bates Vista,Jonathan,Taylor,38,Husband,Married,Male,Diplomatic Services operational officer,None,None
14,Bates Vista,Billy,Taylor,1,Son,NA,Male,Child,None,NA
15,Bates Vista,Carole,Hartley,31,Head,Single,Female,Unemployed,None,None
15,Bates Vista,Jean,Hughes-Hartley,10,Daughter,NA,Female,Student,None,NA
15,Bates Vista,Sean,Hughes-Hartley,7,Son,NA,Male,Student,None,NA
15,Bates Vista,Janice,Hughes-Hartley,6,Daughter,NA,Female,Student,None,NA
16,Bates Vista,Rachel,Ingram,68,Head,Widowed,Female,Retired Tax adviser,None,Christian
17,Bates Vista,Stewart,Rowley,40,Head,Married,Male,Aid worker,None,Catholic
17,Bates Vista,Helen,Rowley,36,Wife,Married,Female,Fitness centre manager,None,Catholic
17,Bates Vista,Hollie,Rowley,0,Daughter,NA,Female,Child,None,NA
1,Knight Road,Kerry,Adams,39,Head,Married,Female,Forensic scientist,None,Christian
1,Knight Road,Kieran,Adams,41,Husband,Married,Male,"Designer, graphic",None,Christian
2,Knight Road,Malcolm,Cameron,68,Head,Widowed,Male,Retired Architectural technologist,None,None
2,Knight Road,Julie,Cameron,38,Daughter,Single,Female,General practice doctor,None,None
2,Knight Road,Damien,Cameron,34,Son,Single,Male,Trade mark attorney,None,None
2,Knight Road,Graham,Cameron,31,Son,Single,M,"Librarian, public",None,None
3,Knight Road,Valerie,Scott,52,Head,Married,Female,Bonds trader,None,Catholic
3,Knight Road,Brian,Scott,53,Husband,Married,Male,"Surveyor, planning and development",None,None
3,Knight Road,Chloe,Scott,44,Daughter,Single,Female,Unemployed,None,Catholic
3,Knight Road,Simon,Scott,40,Son,Single,Male,Television production assistant,None,Catholic
4,Knight Road,Lawrence,Kay,88,Head,Married,Male,"Retired Conservator, furniture",None,Methodist
4,Knight Road,Megan,Kay,91,Wife,Married,Female,Retired Sports coach,None,None
5,Knight Road,George,Coates,38,Head,Married,Male,Brewing technologist,None,None
5,Knight Road,Charlene,Coates,40,Wife,Married,Female,"Radiographer, therapeutic",None,None
6,Knight Road,Carol,Farmer,76,Head,Married,Female,Retired Set designer,None,Christian
6,Knight Road,Vincent,Farmer,82,Husband,Married,male,"Retired Producer, radio",None,Christian
6,Knight Road,George,Farmer,38,Son,Divorced,Male,Investment analyst,None,Christian
6,Knight Road,Ruth,Farmer,34,Daughter,Divorced,Female,Bookseller,None,Christian
6,Knight Road,Jemma,Farmer,30,Daughter,Single,Female,Adult guidance worker,None,Christian
7,Knight Road,Pamela,Alexander,37,Head,Divorced,Female,Unemployed,None,Christian
7,Knight Road,Mary,Alexander,15,Daughter,NA,Female,Student,None,NA
8,Knight Road,Samuel,Cook,30,Head,Married,Male,Clinical psychologist,None,Methodist
8,Knight Road,Mary,Cook,30,Wife,Married,Female,Unemployed,None,None
8,Knight Road,Sally,Cook,5,Daughter,NA,Female,Student,None,NA
9,Knight Road,Roger,White,36,Head,Married,Male,Interior and spatial designer,None,Methodist
9,Knight Road,Kim,White,33,Wife,Married,Female,Commercial horticulturist,None,None
10,Knight Road,Helen,Ward,60,Head,Single,Female,Clinical research associate,None,None
10,Knight Road,Steven,Brown,57,Partner,Single,Male,Armed forces training and education officer,None,None
10,Knight Road,Conor,Ward,17,Son,NA,Male,Student,None,NA
10,Knight Road,Howard,Ward,17,Son,NA,Male,Student,None,NA
10,Knight Road,Colin,Ward,13,Son,NA,Male,Student,None,NA
11,Knight Road,Victor,Roberts,30,Head,Single,Male,"Designer, exhibition/display",None,None
11,Knight Road,Marie,Richardson,27,Partner,Single,Female,Hotel manager,None,None
12,Knight Road,Hilary,Allen,41,Head,Divorced,Female,Unemployed,None,Christian
12,Knight Road,Sylvia,Allen,2,Daughter,NA,Female,Child,None,NA
12,Knight Road,Bernard,Whitehead,53,Lodger,Single,Male,Geophysical data processor,None,Muslim
12,Knight Road,Aaron,Simmons,26,Visitor,Divorced,Male,"Embryologist, clinical",Physical Disability,None
13,Knight Road,Margaret,Parry,64,Head,Single,Female,Clinical biochemist,None,Christian
13,Knight Road,Danny,Oliver,66,Partner,Single,Male,Chief Operating Officer,None,None
14,Knight Road,Guy,Smith,86,Head,Widowed,Male,Retired Interpreter,None,None
15,Knight Road,Stephen,Robertson,50,Head,Single,Male,Unemployed,None,None
16,Knight Road,Ashleigh,Foster,56,Head,Married,Female,"Civil engineer, consulting",None,Christian
16,Knight Road,Wayne,Foster,56,Husband,Married,Male,Horticultural therapist,None,Christian
17,Knight Road,Joyce,Cross,38,Head,Single,Female,Magazine journalist,None,None
17,Knight Road,Amber,Cross,6,Daughter,NA,Female,Student,None,NA
18,Knight Road,Catherine,Ahmed,83,Head,Married,Female,Retired Restaurant manager,None,Christian
18,Knight Road,Henry,Ahmed,85,Husband,Married,Male,"Retired Physicist, medical",None,None
19,Knight Road,Pauline,Dunn,41,Head,Divorced,Female,"Teacher, music",None,Catholic
19,Knight Road,Andrew,Dunn,16,Son,NA,Male,Student,None,NA
19,Knight Road,Ann,Dunn,15,Daughter,NA,Female,Student,None,NA
19,Knight Road,Dawn,Dunn,7,Daughter,NA,Female,Student,None,NA
19,Knight Road,Carly,Dunn,5,Daughter,NA,Female,Student,None,NA
20,Knight Road,Bernard,Gardner,23,Head,Single,Male,Research scientist (medical),None,None
20,Knight Road,Albert,Hobbs,39,None,Single,Male,"Pharmacist, hospital",None,Catholic
21,Knight Road,Mathew,Ahmed,63,Head,Single,Male,Fitness centre manager,None,Jewish
21,Knight Road,Glen,Wong,22,None,Single,Male,University Student,None,Christian
